MT-TF ENSG00000210049
NDUFB11 ENSG00000147123
KRTAP9-9 ENSG00000262594
AHRR ENSG00000286169
KRTAP9-11P ENSG00000262946
LINC02695 ENSG00000254699
DGLUCY ENSG00000133943
NEURL2 ENSG00000124257
EIF1P4 ENSG00000262154
CHL1-AS1 ENSG00000234661
SAMD9L ENSG00000177409
DMBT1P1 ENSG00000176584
AGER ENSG00000204305
RPS8P6 ENSG00000231660
AGTPBP1 ENSG00000135049
FAM216B ENSG00000179813
CHL1-AS2 ENSG00000224318
C11orf42 ENSG00000180878
RBM10 ENSG00000182872
PAX3 ENSG00000135903
ELMOD1 ENSG00000110675
RPL7P30 ENSG00000227982
LINC01050 ENSG00000271216
TRIP13 ENSG00000071539
LINC00428 ENSG00000229546
KRTAP9-4 ENSG00000262896
KRTAP9-2 ENSG00000262573
KRTAP9-12P ENSG00000262214
BPY2 ENSG00000183753
ARL4A ENSG00000122644
RBMXL2 ENSG00000170748
DHX30 ENSG00000132153
CCL26 ENSG00000006606
MYT1 ENSG00000276876
CPNE9 ENSG00000144550
TMEM165 ENSG00000134851
KRTAP20-4 ENSG00000206105
PUF60 ENSG00000274081
LINC01047 ENSG00000232225
TYRO3 ENSG00000092445
PABPC1P1 ENSG00000231707
KRTAP20-2 ENSG00000184032
EFL1 ENSG00000140598
LINC00440 ENSG00000234660
HMGN2P11 ENSG00000232605
ELOCP33 ENSG00000271278
TRIM60P13 ENSG00000227247
HIGD1AP3 ENSG00000248929
KRTAP20-3 ENSG00000206104
PIEZO1P2 ENSG00000237121
KRTAP21-3 ENSG00000231068
CUBNP2 ENSG00000234993
ARMC2-AS1 ENSG00000230290
KRTAP21-1 ENSG00000187005
KRTAP21-4P ENSG00000236400
KRTAP21-2 ENSG00000187026
PDCD6 ENSG00000249915
MRGPRF ENSG00000172935
CLEC3B ENSG00000163815
EIF3FP1 ENSG00000275945
PRPS2 ENSG00000101911
HCG24 ENSG00000238100
RPS6 ENSG00000137154
CHRNA7 ENSG00000175344
POTEB3 ENSG00000278699
PIGUP1 ENSG00000224437
NIPAL2 ENSG00000104361
MCEMP1 ENSG00000183019
MRGPRF-AS1 ENSG00000256508
ARID4A ENSG00000032219
ZNF557 ENSG00000130544
RPL12P44 ENSG00000227123
CKS1BP7 ENSG00000254331
ZNF704 ENSG00000164684
XKR5 ENSG00000275591
NBEAP3 ENSG00000223875
TAPBP ENSG00000236490
PHOX2A ENSG00000165462
RPL15 ENSG00000174748
GEN1 ENSG00000178295
TRAPPC5 ENSG00000181029
DEFB1 ENSG00000164825
INPPL1 ENSG00000165458
DSC1 ENSG00000134765
HMGB1P41 ENSG00000253516
GTF2H4 ENSG00000213780
LGI2 ENSG00000153012
PAG1 ENSG00000076641
SLC43A2 ENSG00000167703
C4B-AS1 ENSG00000223661
MAN2A2 ENSG00000196547
FABP7 ENSG00000164434
SLN ENSG00000170290
TPMTP2 ENSG00000234562
TET2-AS1 ENSG00000251586
TRAK1 ENSG00000182606
ALPK2 ENSG00000198796
TET2 ENSG00000168769
RNF216-IT1 ENSG00000237738
RNF216 ENSG00000011275
ATP5F1D ENSG00000099624
GNAS-AS1 ENSG00000235590
EEF1B2P6 ENSG00000213261
RPL23AP96 ENSG00000250752
AADACL2-AS1 ENSG00000262466
CCDC140 ENSG00000163081
AADACL2 ENSG00000261846
ALKBH4 ENSG00000160993
PTDSS2 ENSG00000174915
NDUFB9P2 ENSG00000236281
FUCA1 ENSG00000179163
CCL1 ENSG00000108702
DSCAS ENSG00000265888
SDHA ENSG00000073578
DEFA6 ENSG00000164822
STAP2 ENSG00000178078
REXO1L8P ENSG00000270971
WDR91 ENSG00000105875
PCDH18 ENSG00000189184
DSC2 ENSG00000134755
ORAI2 ENSG00000160991
REXO1L3P ENSG00000273567
NLRP2 ENSG00000273992
REXO1L1P ENSG00000205176
ALG1L8P ENSG00000227620
GNAS ENSG00000087460
PYGB ENSG00000100994
FAM86C2P ENSG00000160172
SDHCP1 ENSG00000264444
CCDC102B ENSG00000150636
SYK ENSG00000165025
SGSM1 ENSG00000167037
C1QTNF2 ENSG00000145861
CT47A3 ENSG00000236126
SNHG6 ENSG00000245910
ZBED8 ENSG00000221886
CT47A2 ENSG00000242362
DCBLD1 ENSG00000164465
CT47A1 ENSG00000236371
LILRA2 ENSG00000274000
SMARCB1 ENSG00000099956
SMC6 ENSG00000163029
KRT8P8 ENSG00000223940
ZC3HC1 ENSG00000091732
RBBP8NL ENSG00000130701
GABRQ ENSG00000268089
MCMDC2 ENSG00000178460
SOS1 ENSG00000115904
NR1D2 ENSG00000174738
ABHD6 ENSG00000163686
DAP ENSG00000112977
TMEM156 ENSG00000121895
GLUD2 ENSG00000182890
RPSAP72 ENSG00000219361
SLC35D2 ENSG00000130958
EIF2B2 ENSG00000119718
ABHD12 ENSG00000100997
RPL10P6 ENSG00000230076
MSX2 ENSG00000120149
ABCA12 ENSG00000144452
GOPC ENSG00000047932
ABHD16A ENSG00000235676
FCER2 ENSG00000104921
PIGG ENSG00000174227
PSMA6P2 ENSG00000229083
MRPL35P4 ENSG00000230691
OR6D1P ENSG00000224402
PPRC1 ENSG00000148840
OR13A1 ENSG00000256574
CCDC125 ENSG00000277868
TFF3 ENSG00000160180
COMMD9 ENSG00000110442
HSPA8P1 ENSG00000234176
SIN3A ENSG00000169375
TPT1P13 ENSG00000213498
RAB42 ENSG00000188060
LINCMD1 ENSG00000225613
SMPDL3A ENSG00000172594
TAF12 ENSG00000120656
IL17A ENSG00000112115
OR8I1P ENSG00000280712
NKIRAS1 ENSG00000197885
RPS5P3 ENSG00000262148
IGHVIII-82 ENSG00000253303
OR8K3 ENSG00000262755
RPL7AP2 ENSG00000241984
LINC02527 ENSG00000227012
DHX16 ENSG00000233561
TRAPPC6B ENSG00000182400
ENPP7P7 ENSG00000273819
ISOC1 ENSG00000066583
LINC02754 ENSG00000251637
RPS3AP40 ENSG00000243672
HSD17B3-AS1 ENSG00000232283
HSD17B3 ENSG00000130948
OR7E1P ENSG00000255554
VN1R7P ENSG00000275592
NF1P9 ENSG00000281688
ABCD1P4 ENSG00000225293
RAP1BP3 ENSG00000219703
RPL37P6 ENSG00000241431
PABPC1P9 ENSG00000229658
CCL24 ENSG00000106178
FER1L5 ENSG00000249715
LINC02203 ENSG00000280555
H1F0 ENSG00000189060
SLC9B1P4 ENSG00000227367
ROS1 ENSG00000047936
CHEK2P4 ENSG00000235969
LINC02172 ENSG00000251632
FAM8A2P ENSG00000281773
NANOGP6 ENSG00000227351
SIL1 ENSG00000120725
ABCC2 ENSG00000023839
BMPR1B-DT ENSG00000249599
NCR1 ENSG00000278025
GTPBP6 ENSG00000178605
ALDH1B1 ENSG00000137124
CFL1P5 ENSG00000275282
PPP1R9A ENSG00000158528
ZNF286B ENSG00000249459
TUBE1 ENSG00000074935
TLR7 ENSG00000196664
FBXO16 ENSG00000214050
TBC1D28 ENSG00000189375
REXO1L12P ENSG00000276006
REXO1L11P ENSG00000275928
RPSAP9 ENSG00000234618
ACTG1P12 ENSG00000226642
REXO1L10P ENSG00000276540
IGFBPL1 ENSG00000137142
SNHG19 ENSG00000260260
SYN2 ENSG00000157152
SOS1-IT1 ENSG00000229692
LINC01692 ENSG00000226983
REXO1L9P ENSG00000271381
ALOX5 ENSG00000012779
HSPE1P13 ENSG00000225900
TLR8 ENSG00000101916
HLA-DOB ENSG00000241386
PLCXD1 ENSG00000182378
EEF1AKMT1 ENSG00000150456
KIAA1958 ENSG00000165185
NPM1 ENSG00000181163
STARD10 ENSG00000214530
NIPA2 ENSG00000140157
DERL3 ENSG00000099958
TLR8-AS1 ENSG00000233338
PRUNE2 ENSG00000106772
UBE2SP2 ENSG00000224126
FCAR ENSG00000275564
RANP8 ENSG00000233524
FOXO3B ENSG00000240445
C9orf147 ENSG00000230185
IL17D ENSG00000172458
HSDL2 ENSG00000119471
LINC01284 ENSG00000230317
IMPAD1 ENSG00000104331
MIR497HG ENSG00000267532
BAIAP3 ENSG00000007516
CNR2 ENSG00000188822
NLRP7 ENSG00000274571
C17orf49 ENSG00000258315
KCNMB3P1 ENSG00000239435
BTBD6P1 ENSG00000229106
ZNF138 ENSG00000197008
PNRC2 ENSG00000189266
KRT18P55 ENSG00000265480
EZHIP ENSG00000187690
CCT8L2 ENSG00000198445
NUDT10 ENSG00000122824
ZNF395 ENSG00000186918
CCN6 ENSG00000112761
FABP5P11 ENSG00000240122
GALNT14 ENSG00000158089
ARHGAP25 ENSG00000163219
LINC01606 ENSG00000253301
RPL31P60 ENSG00000239988
ELOCP6 ENSG00000225740
C6orf136 ENSG00000233641
CEP89 ENSG00000121289
CDY2B ENSG00000129873
HAUS6P3 ENSG00000235454
LINC02854 ENSG00000238131
ATP5MGP2 ENSG00000232362
FAHD2A ENSG00000115042
CYFIP1 ENSG00000273749
ELOA3C ENSG00000275553
SLC25A5P3 ENSG00000213673
CLVS2 ENSG00000146352
PIAS2 ENSG00000078043
LINC01445 ENSG00000231427
LINC01715 ENSG00000229388
SNHG31 ENSG00000229267
ZNF107 ENSG00000196247
SLC7A11 ENSG00000151012
RPL13P4 ENSG00000241890
MTCO1P5 ENSG00000233026
TPTEP1 ENSG00000100181
PRSS55 ENSG00000184647
TIMP4 ENSG00000157150
NEIL1 ENSG00000140398
OR8K2P ENSG00000280617
DAND5 ENSG00000179284
OR8K1 ENSG00000263328
TNFSF9 ENSG00000125657
PCA3 ENSG00000225937
PPIAP2 ENSG00000227379
MYO19 ENSG00000278259
NUDT11 ENSG00000196368
C20orf96 ENSG00000196476
PRSS51 ENSG00000253649
TFF2 ENSG00000160181
PPIAP87 ENSG00000219149
MICA ENSG00000183214
DEFA4 ENSG00000164821
RNASEK ENSG00000219200
GCNT1 ENSG00000187210
KANSL3 ENSG00000114982
NIFKP2 ENSG00000251122
LINC01951 ENSG00000204754
ENAM ENSG00000132464
ANKRD62P1-PARP4P3 ENSG00000189295
BNIP3P11 ENSG00000271550
INSR ENSG00000171105
EPSTI1 ENSG00000133106
DEFA8P ENSG00000223629
CLIC4P2 ENSG00000269546
SLC7A11-AS1 ENSG00000250033
VWFP1 ENSG00000241717
DEFA9P ENSG00000233238
PARP4P3 ENSG00000249263
PNN ENSG00000100941
ANKRD62P1 ENSG00000259271
NF2 ENSG00000186575
BAK1P1 ENSG00000175730
BAZ1A ENSG00000198604
COMMD7 ENSG00000149600
CDY6P ENSG00000229138
MAT2B ENSG00000038274
UBE2HP1 ENSG00000253677
SLC25A15P5 ENSG00000249288
REXO1L2P ENSG00000276998
MUC17 ENSG00000169876
LINC00616 ENSG00000248307
LINC00588 ENSG00000215117
ZNF181 ENSG00000197841
MOG ENSG00000236561
TNFAIP2 ENSG00000185215
WBP1LP10 ENSG00000253826
JCHAIN ENSG00000132465
FABP5 ENSG00000164687
PPFIBP2 ENSG00000166387
ALOX12-AS1 ENSG00000215067
FAM229B ENSG00000203778
ELOA3D ENSG00000274744
ELOA2 ENSG00000206181
DSG1 ENSG00000134760
C20orf203 ENSG00000198547
SESTD1 ENSG00000187231
ELOA3B ENSG00000278674
TFF1 ENSG00000160182
ELOA3 ENSG00000183791
SLU7 ENSG00000164609
KATNAL2 ENSG00000167216
RPL5P29 ENSG00000281820
REXO1L4P ENSG00000270416
ALOX12P2 ENSG00000262943
REXO1L5P ENSG00000277436
REXO1L6P ENSG00000277422
TRAF4 ENSG00000076604
DNAJC28 ENSG00000262911
LINC02849 ENSG00000285768
USP9YP7 ENSG00000224485
SLC5A12 ENSG00000148942
USP9YP6 ENSG00000226116
PDPN ENSG00000162493
ARAP1-AS2 ENSG00000245148
TRIM56 ENSG00000169871
MMP28 ENSG00000278843
ARAP1-AS1 ENSG00000256007
DSG1-AS1 ENSG00000266729
OR4F2P ENSG00000224777
OR8J1 ENSG00000262796
TRBV18 ENSG00000276557
TRBV19 ENSG00000211746
MTX3 ENSG00000177034
CDY7P ENSG00000237558
DSG4 ENSG00000175065
CICP23 ENSG00000270921
TRBV20-1 ENSG00000211747
OR8U8 ENSG00000262315
UBTFL5 ENSG00000204705
RPL6P5 ENSG00000214064
TRBV21-1 ENSG00000251578
USP9YP34 ENSG00000233378
ZCCHC3 ENSG00000247315
TRBV22-1 ENSG00000240578
TRBV23-1 ENSG00000211749
OR8U9 ENSG00000281038
DEFA10P ENSG00000233531
DEFA1 ENSG00000206047
ZDHHC4P1 ENSG00000238025
CT75 ENSG00000237732
NRSN2 ENSG00000125841
RPL17P22 ENSG00000243592
PTBP1 ENSG00000011304
CD70 ENSG00000125726
C1GALT1P2 ENSG00000251435
LSM2 ENSG00000231502
CAND2 ENSG00000144712
ANKRD55 ENSG00000164512
EZR-AS1 ENSG00000233893
EZR ENSG00000092820
FIBIN ENSG00000176971
SPIDR ENSG00000164808
RPL7P4 ENSG00000233091
RPL7P50 ENSG00000268785
SUMO2P1 ENSG00000229210
SEPHS1P1 ENSG00000182722
YTHDF2P1 ENSG00000270503
SEPSECS ENSG00000109618
WBP1LP3 ENSG00000253612
EEF1DP4 ENSG00000213640
SHKBP1 ENSG00000160410
OR4F21 ENSG00000176269
TSHR ENSG00000165409
STEAP3 ENSG00000115107
SEPTIN14P8 ENSG00000255464
RNASEK-C17orf49 ENSG00000161939
CYP2W1 ENSG00000073067
BBOX1-AS1 ENSG00000254560
FLT1 ENSG00000102755
PCYT1B-AS1 ENSG00000236836
BBOX1 ENSG00000129151
PCYT1B ENSG00000102230
RHBDD2 ENSG00000005486
ALOX12 ENSG00000108839
RBMX2P4 ENSG00000230879
ZNF596 ENSG00000172748
IL6ST ENSG00000134352
STRA8 ENSG00000146857
C2orf66 ENSG00000187944
LINC02569 ENSG00000236934
TMEM97 ENSG00000109084
DSP ENSG00000096696
PMP2 ENSG00000147588
FAM24B ENSG00000213185
RNLS ENSG00000184719
CHCHD2P2 ENSG00000275346
NDUFB9P1 ENSG00000279830
FAM168B ENSG00000152102
HINT1P2 ENSG00000271159
SOX12 ENSG00000177732
DEFT1P ENSG00000215378
IFT20 ENSG00000109083
SLC35F2 ENSG00000110660
RPL13AP7 ENSG00000213885
DEFA1B ENSG00000240247
ZNF815P ENSG00000235944
FABP12 ENSG00000197416
NRSN2-AS1 ENSG00000225377
OR8L1P ENSG00000280577
PNLIPRP2 ENSG00000266200
DEFT1P2 ENSG00000232039
CUZD1 ENSG00000138161
FTH1P11 ENSG00000237264
FABP9 ENSG00000205186
XPO4 ENSG00000132953
STEAP3-AS1 ENSG00000229867
PLXNA4 ENSG00000221866
TMSB4X ENSG00000205542
CAMK2G ENSG00000148660
RPL32 ENSG00000144713
WHAMM ENSG00000156232
FABP4 ENSG00000170323
BET1L ENSG00000177951
RPS6KA5 ENSG00000100784
OGDH ENSG00000105953
LINC01665 ENSG00000235343
TMEM211 ENSG00000206069
LINC02244 ENSG00000259590
CDCP1 ENSG00000163814
C8orf74 ENSG00000171060
C17orf102 ENSG00000197322
LIPJ ENSG00000204022
TAP2 ENSG00000228582
RPL9P31 ENSG00000239659
PSKH2 ENSG00000147613
NUP153 ENSG00000124789
CCDC87 ENSG00000182791
MOBP ENSG00000168314
RP1L1 ENSG00000183638
ATP6V0D2 ENSG00000147614
MRPL37P1 ENSG00000266946
MALT1 ENSG00000172175
PARD3B ENSG00000116117
DEFA3 ENSG00000239839
TRIM16L ENSG00000108448
TRBV24-1 ENSG00000211750
MTRNR2L6 ENSG00000270672
SSB ENSG00000138385
TRBV25-1 ENSG00000282499
TRBVA ENSG00000239992
TRBV26 ENSG00000249912
TRBVB ENSG00000241911
ODF3 ENSG00000177947
DEFA11P ENSG00000234178
TRBV27 ENSG00000211752
SGMS2 ENSG00000164023
BHLHB9P1 ENSG00000258915
TNFSF14 ENSG00000125735
TRBV28 ENSG00000211753
RPL17P3 ENSG00000271705
CEP128 ENSG00000100629
ZNF273 ENSG00000198039
DOCK2 ENSG00000134516
PRR3 ENSG00000229202
LINC02124 ENSG00000259947
C8orf58 ENSG00000241852
HS3ST6 ENSG00000162040
KRTAP8-2P ENSG00000233036
KRTAP8-3P ENSG00000227840
KRTAP8-1 ENSG00000183640
DEFA7P ENSG00000206042
DEFA5 ENSG00000164816
KRTAP7-1 ENSG00000274749
CNOT4P1 ENSG00000236704
VN1R42P ENSG00000223476
SLC39A8 ENSG00000138821
MTDHP1 ENSG00000270948
SCGB1C1 ENSG00000188076
KRTAP11-1 ENSG00000182591
CCDC34 ENSG00000109881
METTL5 ENSG00000138382
KRTAP19-8 ENSG00000206102
CYP2U1 ENSG00000155016
LINC01001 ENSG00000230724
UBE3AP2 ENSG00000228941
AK6 ENSG00000279247
MRPL23 ENSG00000214026
KIAA0586 ENSG00000100578
PDGFRB ENSG00000113721
SMIM38 ENSG00000284713
GNL1 ENSG00000226882
OR9G1 ENSG00000261958
TPCN2 ENSG00000162341
OR9G9 ENSG00000262191
AGFG2 ENSG00000106351
OR9G3P ENSG00000262268
LINC01669 ENSG00000280191
ZNF117 ENSG00000152926
ZNHIT3 ENSG00000273611
RPL23AP53 ENSG00000223508
ZNF599 ENSG00000153896
CLNK ENSG00000109684
OR9G4 ENSG00000262647
OR9G2P ENSG00000281777
ERV3-1 ENSG00000213462
OR5G1P ENSG00000281313
TAF9 ENSG00000276463
OR5G4P ENSG00000281279
LINC00685 ENSG00000226179
HNRNPA1P30 ENSG00000233780
GART ENSG00000262473
PDLIM2 ENSG00000120913
PPIAP27 ENSG00000234363
RPSAP54 ENSG00000213621
HOXA11-AS ENSG00000240990
XKR3 ENSG00000172967
IWS1 ENSG00000163166
NMNAT1P1 ENSG00000259167
KIAA1671 ENSG00000197077
HOXA11 ENSG00000005073
GOLGA8B ENSG00000215252
HSFY1P1 ENSG00000229027
GPM6BP3 ENSG00000234121
TMEM132E ENSG00000181291
RPS24P8 ENSG00000224094
RPL30P10 ENSG00000243050
UQCRC1 ENSG00000010256
TBC1D26 ENSG00000214946
ZNF402P ENSG00000220248
TMEM158 ENSG00000249992
RAD17 ENSG00000276618
ARHGAP21 ENSG00000107863
INAFM2 ENSG00000259330
MRPL23-AS1 ENSG00000226416
AIFM1 ENSG00000156709
MTND1P17 ENSG00000228122
PGBD4P1 ENSG00000244273
RPL17P12 ENSG00000230559
SNRNP48 ENSG00000168566
HERC2P3 ENSG00000180229
FAM160A2 ENSG00000051009
TRIM60P8Y ENSG00000232764
IGKV1OR22-5 ENSG00000230481
ZNF736P3Y ENSG00000233126
KIR3DL3 ENSG00000277392
CDKL4 ENSG00000205111
TRIM60P9Y ENSG00000227251
IGKV2OR22-4 ENSG00000253691
IGKV2OR22-3 ENSG00000253460
MAGEA3 ENSG00000221867
LINC01602 ENSG00000205293
EML3 ENSG00000149499
LINC02727 ENSG00000254823
IGKV3OR22-2 ENSG00000254264
IGKV1OR22-1 ENSG00000253481
PIGW ENSG00000277161
LINC01801 ENSG00000267767
GRHL2 ENSG00000083307
IGIP ENSG00000182700
GAB4 ENSG00000215568
CDS2 ENSG00000101290
KCNS2 ENSG00000156486
UTP3 ENSG00000132467
CSAG2 ENSG00000268902
MED23 ENSG00000112282
MRPL57P7 ENSG00000254312
KIR2DL3 ENSG00000274108
RPL19P14 ENSG00000240870
CD226 ENSG00000150637
SYT9 ENSG00000170743
CASKIN1 ENSG00000167971
STK3 ENSG00000104375
RPP14 ENSG00000163684
LINC01496 ENSG00000234766
FAM110B ENSG00000169122
UBR1 ENSG00000159459
OLFML1 ENSG00000183801
RPL7P13 ENSG00000234253
RPS3AP30 ENSG00000228744
UNC93B1 ENSG00000110057
DAZ1 ENSG00000188120
SNRPCP6 ENSG00000254683
SLA2 ENSG00000101082
RUFY3 ENSG00000018189
SNRPCP15 ENSG00000230106
FAAP24 ENSG00000131944
BCL7B ENSG00000106635
PI4K2B ENSG00000038210
HTD2 ENSG00000255154
RPL26P26 ENSG00000242595
TRAF7 ENSG00000131653
B3GNT3 ENSG00000179913
TGIF2 ENSG00000118707
DOK6 ENSG00000206052
HMGN1 ENSG00000205581
USP48 ENSG00000090686
LINC01890 ENSG00000228329
SEPSECS-AS1 ENSG00000281501
NDUFAF5 ENSG00000101247
TIAM1 ENSG00000156299
ZNF286A ENSG00000187607
ARHGEF12 ENSG00000196914
DNAJC2 ENSG00000105821
TPTE ENSG00000274391
DSG3 ENSG00000134757
HLA-K ENSG00000232816
OR5G3 ENSG00000281107
OR5G5P ENSG00000262535
HCG4B ENSG00000226563
CATSPERD ENSG00000174898
RPL7P34 ENSG00000237205
LINC02735 ENSG00000281839
NDUFB4P11 ENSG00000259374
EFNA5 ENSG00000184349
SIK1B ENSG00000275993
ABHD3 ENSG00000158201
RPL21P12 ENSG00000259535
LSM1P2 ENSG00000271679
CREBBP ENSG00000005339
INSYN2B ENSG00000204767
KIR3DL1 ENSG00000278368
GCSHP2 ENSG00000259525
LINC01888 ENSG00000237576
RPS3AP33 ENSG00000214268
VN1R9P ENSG00000276400
ZNF518B ENSG00000178163
SCGB1C2 ENSG00000268320
RAB5IF ENSG00000101084
HLA-U ENSG00000226354
PBX2 ENSG00000204304
RPL36P4 ENSG00000224497
LINC00605 ENSG00000251533
PINX1 ENSG00000258724
ERGIC3 ENSG00000125991
OR7E125P ENSG00000177306
FAM90A15P ENSG00000230045
KLHDC10 ENSG00000128607
FAM90A3P ENSG00000233132
PINX1 ENSG00000254093
DOC2B ENSG00000272636
UBE2W ENSG00000104343
LINC00484 ENSG00000235641
DNAAF5 ENSG00000164818
PHBP17 ENSG00000254407
SLC7A13 ENSG00000164893
SUGT1 ENSG00000165416
CHCHD3 ENSG00000106554
MDC1-AS1 ENSG00000229681
PRR22 ENSG00000212123
MDC1 ENSG00000225589
OSGEPL1 ENSG00000128694
OSBP2 ENSG00000184792
COL11A2 ENSG00000206290
SOX7 ENSG00000171056
UNC13B ENSG00000198722
SAXO2 ENSG00000188659
DUS3L ENSG00000141994
DENND5A ENSG00000184014
HNRNPA3P2 ENSG00000227688
TGIF2-RAB5IF ENSG00000259399
EVC2 ENSG00000173040
BTBD7 ENSG00000011114
RPL7P5 ENSG00000241562
PRKAR1B ENSG00000188191
CENPVL3 ENSG00000224109
FAM90A4P ENSG00000249005
ZCCHC4 ENSG00000168228
RPS29P16 ENSG00000235354
ANKAR ENSG00000151687
FCHO2 ENSG00000157107
SHANK2-AS3 ENSG00000171671
ROM1 ENSG00000149489
SLC26A5 ENSG00000170615
MTND5P17 ENSG00000236626
TSR3 ENSG00000007520
BMP6 ENSG00000153162
MTND4P18 ENSG00000228694
SLC2A3P4 ENSG00000254088
SHANK2 ENSG00000162105
NTAN1P2 ENSG00000250569
RMDN1 ENSG00000176623
NAMPTP1 ENSG00000229644
IRS3P ENSG00000184414
EEF1E1-BLOC1S5 ENSG00000265818
KIR2DL1 ENSG00000277356
TCF24 ENSG00000261787
BLOC1S5 ENSG00000188428
THBS4 ENSG00000113296
VN1R48P ENSG00000237487
FAM220BP ENSG00000176007
ANKRD18A ENSG00000180071
ART5 ENSG00000167311
PIP5K1P1 ENSG00000219294
OSGEPL1-AS1 ENSG00000253559
TXNDC5 ENSG00000239264
KIR2DS4 ENSG00000276465
FAM24A ENSG00000203795
LRCH4 ENSG00000077454
KIR2DP1 ENSG00000278329
UBE2SP1 ENSG00000233966
PFDN1 ENSG00000113068
KIR3DP1 ENSG00000275751
FAM90A13P ENSG00000223885
KIR2DL4 ENSG00000277750
LINC02091 ENSG00000273172
FAM90A5P ENSG00000215373
IMPA2 ENSG00000141401
LINC02143 ENSG00000253236
TRMT112P2 ENSG00000249778
NFIX ENSG00000008441
LINC00602 ENSG00000281832
LINC00926 ENSG00000247982
HSPA12A ENSG00000165868
EIF4A1P7 ENSG00000235472
LINC01413 ENSG00000260172
ICE2 ENSG00000128915
STAU2 ENSG00000040341
PDE10A ENSG00000112541
NDUFB10P1 ENSG00000260870
FAM95C ENSG00000283486
LGR4 ENSG00000205213
POMP ENSG00000132963
ART1 ENSG00000129744
MUC20 ENSG00000276583
CYSTM1 ENSG00000120306
CYCSP41 ENSG00000278678
ARMC8P1 ENSG00000225254
FAM201A ENSG00000204860
ARG1 ENSG00000118520
GAS2L1P1 ENSG00000229511
TCEA1P3 ENSG00000215165
BAGE2 ENSG00000187172
SNX18P3 ENSG00000225345
EEF1E1 ENSG00000124802
HNRNPDP1 ENSG00000232794
SHTN1 ENSG00000187164
SLC46A3 ENSG00000139508
FAM90A20P ENSG00000233295
BMPR1B ENSG00000138696
NANOGP2 ENSG00000228670
SGPP2 ENSG00000163082
MYEOV ENSG00000172927
ADAMTS7P1 ENSG00000274376
GAPDHP49 ENSG00000234285
MUC20-OT1 ENSG00000282953
ARMC4P1 ENSG00000276777
C9 ENSG00000113600
SAP25 ENSG00000205307
CENPVL2 ENSG00000283093
CENPVL1 ENSG00000223591
MAGEA2B ENSG00000183305
PPP2R3B ENSG00000167393
GSPT2 ENSG00000189369
KIR3DL2 ENSG00000278710
BLOC1S5-TXNDC5 ENSG00000259040
TUBB ENSG00000235067
SUSD3 ENSG00000157303
RBFOX2 ENSG00000277564
LINC01219 ENSG00000232987
IFITM9P ENSG00000213275
NDUFA5P3 ENSG00000234853
UBE2D3P1 ENSG00000225022
BCL2A1 ENSG00000140379
VSTM2A-OT1 ENSG00000224223
ZNF367 ENSG00000165244
OSTCP1 ENSG00000243775
FBXO24 ENSG00000106336
PROKR2 ENSG00000101292
LATS2 ENSG00000150457
VSTM2A ENSG00000170419
FAM66B ENSG00000215374
PREB ENSG00000138073
ACER2 ENSG00000177076
TUBGCP3 ENSG00000126216
USP17L1 ENSG00000230549
CTSB ENSG00000164733
LATS2-AS1 ENSG00000233851
TRIM43B ENSG00000144010
IL17F ENSG00000112116
USP17L4 ENSG00000236125
LINC00658 ENSG00000226995
RAB39A ENSG00000179331
SRSF10 ENSG00000188529
USP9YP32 ENSG00000237616
DEFB109B ENSG00000206034
DAB2 ENSG00000153071
RPL3P12 ENSG00000232496
UBTD1 ENSG00000165886
CYP51A1P2 ENSG00000233588
GOLGA6L10 ENSG00000278662
FAM210CP ENSG00000273681
TRIAP1P1 ENSG00000278364
MOG ENSG00000234623
DIAPH2 ENSG00000147202
ZNF461 ENSG00000197808
NOTCH4 ENSG00000204301
HSPA8P4 ENSG00000248610
CUL5 ENSG00000166266
CHSY3 ENSG00000198108
TUSC3 ENSG00000104723
PTCHD3 ENSG00000276595
UBE2Q2P2 ENSG00000259429
RPL5P27 ENSG00000228195
MINAR2 ENSG00000186367
C10orf82 ENSG00000165863
WWP1 ENSG00000123124
ANKRD30BP3 ENSG00000275985
ADAMTS19 ENSG00000145808
GOLGA6L9 ENSG00000197978
FABP5P13 ENSG00000234958
KRT18P53 ENSG00000229232
MGA ENSG00000174197
NUP98 ENSG00000110713
CARD19 ENSG00000165233
ENO4 ENSG00000188316
HDC ENSG00000140287
RPL35AP21 ENSG00000229814
CUBNP2 ENSG00000273495
GMEB1 ENSG00000162419
OR6D1P ENSG00000274650
SHOX ENSG00000185960
GPR108 ENSG00000125734
CNN2 ENSG00000064666
PCOLCE ENSG00000106333
LINC01729 ENSG00000225640
ADAMTS19-AS1 ENSG00000249421
RORA-AS2 ENSG00000259482
PHYH ENSG00000107537
GPSM3 ENSG00000213654
LINC01534 ENSG00000225975
RORA ENSG00000069667
ETF1P2 ENSG00000240132
UBL7-AS1 ENSG00000247240
LINC00654 ENSG00000205181
RHEB ENSG00000106615
OR13A1 ENSG00000277495
TRBV29-1 ENSG00000232869
ACAT1 ENSG00000075239
PCOLCE-AS1 ENSG00000224729
ABHD1 ENSG00000143994
PABPC1P2 ENSG00000198526
MRRFP1 ENSG00000224236
SLC25A20P1 ENSG00000218363
RPL14P5 ENSG00000225661
FBXW11P1 ENSG00000230870
GOLGA6L6 ENSG00000277322
GATA5 ENSG00000130700
